id,state,total_pop,groundwater_per_day,gal_per_capita,county
36003,NY,47461,2089999,44.04,Allegany County
36005,NY,1455444,93150000,64.0,Bronx County
36007,NY,196567,10700000,54.43,Broome County
36009,NY,77922,3700000,47.48,Cattaraugus County
36011,NY,78288,4580000,58.5,Cayuga County
36013,NY,130779,6750000,51.61,Chautauqua County
36015,NY,87071,3550000,40.77,Chemung County
36017,NY,48843,2130000,43.61,Chenango County
36019,NY,81251,4030000,49.6,Clinton County
36021,NY,61508,2870000,46.66,Columbia County
36023,NY,48494,2850000,58.77,Cortland County
36025,NY,46053,2340000,50.81,Delaware County
36027,NY,295754,11290000,38.17,Dutchess County
36029,NY,922578,49320000,53.46,Erie County
36031,NY,38478,2540000,66.01,Essex County
36033,NY,50660,2850000,56.26,Franklin County
36035,NY,53992,2820000,52.23,Fulton County
36037,NY,58937,3060000,51.92,Genesee County
36039,NY,47625,1960000,41.15,Greene County
36041,NY,4712,190000,40.32,Hamilton County
36043,NY,63100,3650000,57.84,Herkimer County
36045,NY,117635,6590000,56.02,Jefferson County
36047,NY,2636735,171390000,65.0,Kings County
36049,NY,26956,1300000,48.22,Lewis County
36051,NY,64717,3810000,58.87,Livingston County
36053,NY,71848,4019999,55.95,Madison County
36055,NY,749600,38130000,50.87,Monroe County
36057,NY,49641,2480000,49.96,Montgomery County
36059,NY,1361350,102100000,75.0,Nassau County
36061,NY,1644517,126630000,77.0,New York County
36063,NY,212652,8420000,39.6,Niagara County
36065,NY,232500,9600000,41.29,Oneida County
36067,NY,468463,16500000,35.22,Onondaga County
36069,NY,109561,6750000,61.61,Ontario County
36071,NY,377647,20810000,55.1,Orange County
36073,NY,41582,2260000,54.35,Orleans County
36075,NY,120146,6170000,51.35,Oswego County
36077,NY,60636,2980000,49.15,Otsego County
36079,NY,99042,1850000,18.68,Putnam County
36081,NY,2339150,147370000,63.0,Queens County
36083,NY,160266,7090000,44.24,Rensselaer County
36085,NY,474558,32740000,68.99,Richmond County
36087,NY,326037,22650000,69.47,Rockland County
36089,NY,111007,5180000,46.66,St. Lawrence County
36091,NY,226249,12010000,53.08,Saratoga County
36093,NY,154603,11230000,72.64,Schenectady County
36095,NY,31330,1380000,44.05,Schoharie County
36097,NY,18186,790000,43.44,Schuyler County
36099,NY,34833,1930000,55.41,Seneca County
36101,NY,97631,4890000,50.09,Steuben County
36103,NY,1501587,106670000,71.04,Suffolk County
36105,NY,74877,3340000,44.61,Sullivan County
36107,NY,49453,2330000,47.12,Tioga County
36109,NY,104926,7130000,67.95,Tompkins County
36111,NY,180143,7950000,44.13,Ulster County
36113,NY,64688,3860000,59.67,Warren County
36115,NY,62230,2310000,37.12,Washington County
36117,NY,91446,5150000,56.32,Wayne County
36119,NY,976396,70010000,71.7,Westchester County
36121,NY,41013,1860000,45.35,Wyoming County
36123,NY,25048,1060000,42.32,Yates County
37001,NC,158276,7590000,47.95,Alamance County
37003,NC,37325,1680000,45.01,Alexander County
37005,NC,10837,210000,19.38,Alleghany County
37007,NC,25759,1200000,46.59,Anson County
37009,NC,27020,330000,12.21,Ashe County
37011,NC,17689,800000,45.23,Avery County
37013,NC,47651,3280000,68.83,Beaufort County
37015,NC,20199,1170000,57.92,Bertie County
37017,NC,34318,1110000,32.34,Bladen County
37019,NC,122765,8160000,66.47,Brunswick County
37021,NC,253178,10990000,43.41,Buncombe County
37023,NC,88842,4790000,53.92,Burke County
37025,NC,196762,11120000,56.51,Cabarrus County
37027,NC,81286,4550000,55.97,Caldwell County
37029,NC,10309,520000,50.44,Camden County
37031,NC,68878,3940000,57.2,Carteret County
37033,NC,22941,250000,10.9,Caswell County
37035,NC,155056,7690000,49.59,Catawba County
37037,NC,70928,2940000,41.45,Chatham County
37039,NC,27178,670000,24.65,Cherokee County
37041,NC,14394,970000,67.39,Chowan County
37043,NC,10703,130000,12.15,Clay County
37045,NC,96878,6340000,65.44,Cleveland County
37047,NC,56693,1970000,34.75,Columbus County
37049,NC,103451,6650000,64.28,Craven County
37051,NC,323837,21370000,65.99,Cumberland County
37053,NC,25263,1640000,64.92,Currituck County
37055,NC,35663,2280000,63.93,Dare County
37057,NC,164622,10930000,66.39,Davidson County
37059,NC,41753,2230000,53.41,Davie County
37061,NC,59159,2610000,44.12,Duplin County
37063,NC,300952,19280000,64.06,Durham County
37065,NC,54150,3030000,55.96,Edgecombe County
37067,NC,369019,19770000,53.57,Forsyth County
37069,NC,63710,1480000,23.23,Franklin County
37071,NC,213442,11500000,53.88,Gaston County
37073,NC,11431,680000,59.49,Gates County
37075,NC,8616,310000,35.98,Graham County
37077,NC,58674,2120000,36.13,Granville County
37079,NC,21134,1270000,60.09,Greene County
37081,NC,517600,29170000,56.36,Guilford County
37083,NC,52456,3530000,67.29,Halifax County
37085,NC,128139,6940000,54.16,Harnett County
37087,NC,59868,2960000,49.44,Haywood County
37089,NC,112655,5030000,44.65,Henderson County
37091,NC,24184,1330000,55.0,Hertford County
37093,NC,52671,3010000,57.15,Hoke County
37095,NC,5526,380000,68.77,Hyde County
37097,NC,169866,7820000,46.04,Iredell County
37099,NC,41265,1670000,40.47,Jackson County
37101,NC,185660,9760000,52.57,Johnston County
37103,NC,10013,670000,66.91,Jones County
37105,NC,59660,3520000,59.0,Lee County
37107,NC,58106,3860000,66.43,Lenoir County
37109,NC,81035,2620000,32.33,Lincoln County
37111,NC,44989,970000,21.56,McDowell County
37113,NC,34201,930000,27.19,Macon County
37115,NC,21139,480000,22.71,Madison County
37117,NC,23357,1230000,52.66,Martin County
37119,NC,1034069,59780000,57.81,Mecklenburg County
37121,NC,15245,430000,28.2,Mitchell County
37123,NC,27548,1870000,67.88,Montgomery County
37125,NC,94352,4880000,51.72,Moore County
37127,NC,93919,4150000,44.19,Nash County
37129,NC,220358,11460000,52.01,New Hanover County
37131,NC,20426,1300000,63.64,Northampton County
37133,NC,186310,11910000,63.93,Onslow County
37135,NC,141353,7250000,51.29,Orange County
37137,NC,12780,850000,66.5,Pamlico County
37139,NC,39829,2680000,67.29,Pasquotank County
37141,NC,57611,2060000,35.76,Pender County
37143,NC,13440,780000,58.04,Perquimans County
37145,NC,39259,850000,21.65,Person County
37147,NC,175842,11010000,62.61,Pitt County
37149,NC,20366,740000,36.34,Polk County
37151,NC,142799,5790000,40.55,Randolph County
37153,NC,45437,3020000,66.47,Richmond County
37155,NC,134197,7780000,57.97,Robeson County
37157,NC,91758,3710000,40.43,Rockingham County
37159,NC,139142,4850000,34.86,Rowan County
37161,NC,66390,2730000,41.12,Rutherford County
37163,NC,63724,2210000,34.68,Sampson County
37165,NC,35509,1730000,48.72,Scotland County
37167,NC,60714,2900000,47.76,Stanly County
37169,NC,46351,2240000,48.33,Stokes County
37171,NC,72743,1790000,24.61,Surry County
37173,NC,14434,310000,21.48,Swain County
37175,NC,33211,1130000,34.02,Transylvania County
37177,NC,4070,270000,66.34,Tyrrell County
37179,NC,222742,12150000,54.55,Union County
37181,NC,44568,1350000,30.29,Vance County
37183,NC,1024198,62080000,60.61,Wake County
37185,NC,20155,840000,41.68,Warren County
37187,NC,12385,790000,63.79,Washington County
37189,NC,52906,2390000,45.17,Watauga County
37191,NC,124132,8279999,66.7,Wayne County
37193,NC,68502,3060000,44.67,Wilkes County
37195,NC,81714,4420000,54.09,Wilson County
37197,NC,37585,830000,22.08,Yadkin County
37199,NC,17587,360000,20.47,Yancey County
38001,ND,2359,170000,72.06,Adams County
38003,ND,11099,810000,72.98,Barnes County
38005,ND,6752,440000,65.16,Benson County
38007,ND,936,60000,64.1,Billings County
38009,ND,6716,460000,68.49,Bottineau County
38011,ND,3293,240000,72.86,Bowman County
38013,ND,2308,160000,69.32,Burke County
38015,ND,92991,7010000,75.38,Burleigh County
38017,ND,171512,13540000,78.94,Cass County
38019,ND,3828,270000,70.53,Cavalier County
38021,ND,5104,360000,70.53,Dickey County
38023,ND,2450,180000,73.47,Divide County
38025,ND,4646,300000,64.57,Dunn County
38027,ND,2365,170000,71.88,Eddy County
38029,ND,3401,230000,67.61,Emmons County
38031,ND,3356,240000,71.51,Foster County
38033,ND,1845,130000,70.46,Golden Valley County
38035,ND,70916,5510000,77.7,Grand Forks County
38037,ND,2388,160000,67.0,Grant County
38039,ND,2314,160000,69.14,Griggs County
38041,ND,2703,190000,70.27,Hettinger County
38043,ND,2417,160000,66.2,Kidder County
38045,ND,4125,280000,67.88,LaMoure County
38047,ND,1935,140000,72.35,Logan County
38049,ND,5968,410000,68.7,McHenry County
38051,ND,2759,200000,72.49,McIntosh County
38053,ND,12825,920000,71.73,McKenzie County
38055,ND,9744,700000,71.84,McLean County
38057,ND,8853,660000,74.55,Mercer County
38059,ND,30310,2280000,75.22,Morton County
38061,ND,10331,750000,72.6,Mountrail County
38063,ND,2968,210000,70.75,Nelson County
38065,ND,1845,120000,65.01,Oliver County
38067,ND,7091,510000,71.92,Pembina County
38069,ND,4312,310000,71.89,Pierce County
38071,ND,11630,840000,72.23,Ramsey County
38073,ND,5447,390000,71.59,Ransom County
38075,ND,2571,180000,70.01,Renville County
38077,ND,16402,1190000,72.55,Richland County
38079,ND,14649,1000000,68.26,Rolette County
38081,ND,3876,270000,69.66,Sargent County
38083,ND,1310,90000,68.7,Sheridan County
38085,ND,4370,280000,64.07,Sioux County
38087,ND,767,50000,65.19,Slope County
38089,ND,32154,2430000,75.57,Stark County
38091,ND,1956,130000,66.46,Steele County
38093,ND,21103,1580000,74.87,Stutsman County
38095,ND,2272,160000,70.42,Towner County
38097,ND,8013,570000,71.13,Traill County
38099,ND,10897,790000,72.5,Walsh County
38101,ND,71275,5450000,76.46,Ward County
38103,ND,4168,300000,71.98,Wells County
38105,ND,35294,2690000,76.22,Williams County
39001,OH,28024,1570000,56.02,Adams County
39003,OH,104425,5450000,52.19,Allen County
39005,OH,53213,1530000,28.75,Ashland County
39007,OH,98632,4320000,43.8,Ashtabula County
39009,OH,65886,3300000,50.09,Athens County
39011,OH,45876,2370000,51.66,Auglaize County
39013,OH,69154,2740000,39.62,Belmont County
39015,OH,43839,2200000,50.18,Brown County
39017,OH,376353,20280000,53.89,Butler County
39019,OH,27811,460000,16.54,Carroll County
39021,OH,38986,1120000,28.73,Champaign County
39023,OH,135959,11320000,83.26,Clark County
39025,OH,201972,12000000,59.41,Clermont County
39027,OH,41917,680000,16.22,Clinton County
39029,OH,104806,6430000,61.35,Columbiana County
39031,OH,36569,2770000,75.75,Coshocton County
39033,OH,42306,1520000,35.93,Crawford County
39035,OH,1255921,88980000,70.85,Cuyahoga County
39037,OH,52076,2100000,40.33,Darke County
39039,OH,38352,850000,22.16,Defiance County
39041,OH,193013,14740000,76.37,Delaware County
39043,OH,75550,3240000,42.89,Erie County
39045,OH,151408,3220000,21.27,Fairfield County
39047,OH,28679,1210000,42.19,Fayette County
39049,OH,1251722,63890000,51.04,Franklin County
39051,OH,42537,460000,10.81,Fulton County
39053,OH,30142,2260000,74.98,Gallia County
39055,OH,94102,440000,4.68,Geauga County
39057,OH,164427,7180000,43.67,Greene County
39059,OH,39258,3490000,88.9,Guernsey County
39061,OH,807598,45900000,56.84,Hamilton County
39063,OH,75573,3950000,52.27,Hancock County
39065,OH,31682,1340000,42.3,Hardin County
39067,OH,15450,480000,31.07,Harrison County
39069,OH,27816,1210000,43.5,Henry County
39071,OH,43026,1450000,33.7,Highland County
39073,OH,28491,1000000,35.1,Hocking County
39075,OH,43909,770000,17.54,Holmes County
39077,OH,58468,3660000,62.6,Huron County
39079,OH,32595,760000,23.32,Jackson County
39081,OH,67347,4380000,65.04,Jefferson County
39083,OH,61061,2790000,45.69,Knox County
39085,OH,229245,13580000,59.24,Lake County
39087,OH,61108,4400000,72.0,Lawrence County
39089,OH,170570,6290000,36.88,Licking County
39091,OH,45386,1820000,40.1,Logan County
39093,OH,305147,16120000,52.83,Lorain County
39095,OH,433689,35840000,82.64,Lucas County
39097,OH,44093,1480000,33.56,Madison County
39099,OH,231900,2800000,12.07,Mahoning County
39101,OH,65355,3070000,46.97,Marion County
39103,OH,176395,1200000,6.8,Medina County
39105,OH,23256,1400000,60.2,Meigs County
39107,OH,40968,1610000,39.3,Mercer County
39109,OH,104223,3810000,36.56,Miami County
39111,OH,14409,700000,48.58,Monroe County
39113,OH,532258,24340000,45.73,Montgomery County
39115,OH,14777,220000,14.89,Morgan County
39117,OH,35074,330000,9.41,Morrow County
39119,OH,86290,4050000,46.93,Muskingum County
39121,OH,14325,830000,57.94,Noble County
39123,OH,40876,3660000,89.54,Ottawa County
39125,OH,18976,1050000,55.33,Paulding County
39127,OH,35985,770000,21.4,Perry County
39129,OH,56998,2380000,41.76,Pickaway County
39131,OH,28217,1420000,50.32,Pike County
39133,OH,162275,14030000,86.46,Portage County
39135,OH,41328,1660000,40.17,Preble County
39137,OH,34042,1390000,40.83,Putnam County
39139,OH,121707,7220000,59.32,Richland County
39141,OH,77170,4740000,61.42,Ross County
39143,OH,59678,3550000,59.48,Sandusky County
39145,OH,76825,4300000,55.97,Scioto County
39147,OH,55610,1390000,25.0,Seneca County
39149,OH,48901,1610000,32.92,Shelby County
39151,OH,375165,17350000,46.25,Stark County
39153,OH,541968,8310000,15.33,Summit County
39155,OH,203750,17260000,84.71,Trumbull County
39157,OH,92916,7510000,80.83,Tuscarawas County
39159,OH,54277,730000,13.45,Union County
39161,OH,28561,800000,28.01,Van Wert County
39163,OH,13048,140000,10.73,Vinton County
39165,OH,224469,10850000,48.34,Warren County
39167,OH,61111,5570000,91.14,Washington County
39169,OH,116062,4270000,36.79,Wayne County
39171,OH,37120,1360000,36.64,Williams County
39173,OH,129729,1460000,11.25,Wood County
39175,OH,22243,620000,27.87,Wyandot County
40001,OK,22004,1040000,47.26,Adair County
40003,OK,5867,350000,59.65,Alfalfa County
40005,OK,13793,990000,71.78,Atoka County
40007,OK,5427,230000,42.38,Beaver County
40009,OK,23768,1380000,58.06,Beckham County
40011,OK,9833,670000,68.14,Blaine County
40013,OK,44883,3050000,67.95,Bryan County
40015,OK,29343,1540000,52.48,Caddo County
40017,OK,133378,4000000,29.99,Canadian County
40019,OK,48688,3590000,73.73,Carter County
40021,OK,48446,2830000,58.41,Cherokee County
40023,OK,14997,860000,57.34,Choctaw County
40025,OK,2215,150000,67.69,Cimarron County
40027,OK,274457,11350000,41.35,Cleveland County
40029,OK,5651,330000,58.4,Coal County
40031,OK,124648,9100000,73.01,Comanche County
40033,OK,5996,380000,63.38,Cotton County
40035,OK,14818,1020000,68.84,Craig County
40037,OK,70892,4500000,63.48,Creek County
40039,OK,29744,1720000,57.83,Custer County
40041,OK,41458,2120000,51.13,Delaware County
40043,OK,4995,210000,42.04,Dewey County
40045,OK,4231,190000,44.91,Ellis County
40047,OK,63568,4300000,67.64,Garfield County
40049,OK,27755,1730000,62.33,Garvin County
40051,OK,54648,2450000,44.83,Grady County
40053,OK,4523,320000,70.75,Grant County
40055,OK,6070,400000,65.9,Greer County
40057,OK,2788,210000,75.32,Harmon County
40059,OK,3753,260000,69.26,Harper County
40061,OK,12845,470000,36.59,Haskell County
40063,OK,13735,960000,69.89,Hughes County
40065,OK,25574,710000,27.76,Jackson County
40067,OK,6276,480000,76.48,Jefferson County
40069,OK,10980,750000,68.31,Johnston County
40071,OK,45366,3430000,75.61,Kay County
40073,OK,15584,690000,44.28,Kingfisher County
40075,OK,9144,490000,53.59,Kiowa County
40077,OK,10482,720000,68.68,Latimer County
40079,OK,49605,3750000,75.6,Le Flore County
40081,OK,35042,1290000,36.81,Lincoln County
40083,OK,45996,1960000,42.61,Logan County
40085,OK,9870,690000,69.91,Love County
40087,OK,38066,1790000,47.02,McClain County
40089,OK,33048,2210000,66.87,McCurtain County
40091,OK,19990,1420000,71.04,McIntosh County
40093,OK,7771,330000,42.47,Major County
40095,OK,16232,1220000,75.16,Marshall County
40097,OK,40887,3000000,73.37,Mayes County
40099,OK,13936,970000,69.6,Murray County
40101,OK,69699,5480000,78.62,Muskogee County
40103,OK,11554,720000,62.32,Noble County
40105,OK,10539,620000,58.83,Nowata County
40107,OK,12181,790000,64.86,Okfuskee County
40109,OK,776863,53350000,68.67,Oklahoma County
40111,OK,39187,2980000,76.05,Okmulgee County
40113,OK,47887,2550000,53.25,Osage County
40115,OK,31980,1750000,54.72,Ottawa County
40117,OK,16436,890000,54.15,Pawnee County
40119,OK,80850,5620000,69.51,Payne County
40121,OK,44610,3390000,75.99,Pittsburg County
40123,OK,38194,2550000,66.76,Pontotoc County
40125,OK,71875,3410000,47.44,Pottawatomie County
40127,OK,11183,790000,70.64,Pushmataha County
40129,OK,3788,160000,42.24,Roger Mills County
40131,OK,90802,5670000,62.44,Rogers County
40133,OK,25548,1360000,53.23,Seminole County
40135,OK,41153,3120000,75.81,Sequoyah County
40137,OK,44581,2980000,66.84,Stephens County
40139,OK,21489,1640000,76.32,Texas County
40141,OK,7515,520000,69.19,Tillman County
40143,OK,639242,47330000,74.04,Tulsa County
40145,OK,76559,4620000,60.35,Wagoner County
40147,OK,52021,3270000,62.86,Washington County
40149,OK,11661,700000,60.03,Washita County
40151,OK,9304,580000,62.34,Woods County
40153,OK,21559,1530000,70.97,Woodward County
41001,OR,16004,2160000,134.96,Baker County
41003,OR,87572,6660000,76.05,Benton County
41005,OR,401515,30330000,75.54,Clackamas County
41007,OR,37830,6800000,179.75,Clatsop County
41009,OR,49600,3160000,63.71,Columbia County
41011,OR,63121,3380000,53.55,Coos County
41013,OR,21630,1240000,57.33,Crook County
41015,OR,22483,1950000,86.73,Curry County
41017,OR,175268,26150000,149.2,Deschutes County
41019,OR,107685,9450000,87.76,Douglas County
41021,OR,1859,370000,199.03,Gilliam County
41023,OR,7185,630000,87.68,Grant County
41025,OR,7200,1100000,152.78,Harney County
41027,OR,23136,2480000,107.19,Hood River County
41029,OR,212567,25830000,121.51,Jackson County
41031,OR,22666,2760000,121.77,Jefferson County
41033,OR,84745,4750000,56.05,Josephine County
41035,OR,66016,6960000,105.43,Klamath County
41037,OR,7829,1000000,127.73,Lake County
41039,OR,362895,22310000,61.48,Lane County
41041,OR,47038,6010000,127.77,Lincoln County
41043,OR,120547,11310000,93.82,Linn County
41045,OR,30380,4360000,143.52,Malheur County
41047,OR,330700,41080000,124.22,Marion County
41049,OR,11190,1930000,172.48,Morrow County
41051,OR,790294,47260000,59.8,Multnomah County
41053,OR,79391,3760000,47.36,Polk County
41055,OR,1680,310000,184.52,Sherman County
41057,OR,25653,3090000,120.45,Tillamook County
41059,OR,76531,9760000,127.53,Umatilla County
41061,OR,25790,2730000,105.85,Union County
41063,OR,6856,920000,134.19,Wallowa County
41065,OR,25775,4059999,157.52,Wasco County
41067,OR,574326,52290000,91.05,Washington County
41069,OR,1358,110000,81.0,Wheeler County
41071,OR,102658,6980000,67.99,Yamhill County
42001,PA,102295,2500000,24.44,Adams County
42003,PA,1230458,63650000,51.73,Allegheny County
42005,PA,67051,2150000,32.06,Armstrong County
42007,PA,168870,7650000,45.3,Beaver County
42009,PA,48586,1000000,20.58,Bedford County
42011,PA,415270,13960000,33.62,Berks County
42013,PA,125592,5680000,45.23,Blair County
42015,PA,61281,1620000,26.44,Bradford County
42017,PA,627367,30490000,48.6,Bucks County
42019,PA,186817,6480000,34.69,Butler County
42021,PA,136411,5980000,43.84,Cambria County
42023,PA,4732,170000,35.93,Cameron County
42025,PA,63960,2040000,31.89,Carbon County
42027,PA,160580,10770000,67.07,Centre County
42029,PA,515938,15380000,29.81,Chester County
42031,PA,39498,860000,21.77,Clarion County
42033,PA,80994,2730000,33.71,Clearfield County
42035,PA,39441,1530000,38.79,Clinton County
42037,PA,66672,1740000,26.1,Columbia County
42039,PA,86484,2140000,24.74,Crawford County
42041,PA,246338,8650000,35.11,Cumberland County
42043,PA,272983,12640000,46.3,Dauphin County
42045,PA,563894,24200000,42.92,Delaware County
42047,PA,30872,1860000,60.25,Elk County
42049,PA,278045,11890000,42.76,Erie County
42051,PA,133628,5980000,44.75,Fayette County
42053,PA,7410,70000,9.45,Forest County
42055,PA,153638,5410000,35.21,Franklin County
42057,PA,14629,160000,10.94,Fulton County
42059,PA,37519,1340000,35.72,Greene County
42061,PA,45668,1190000,26.06,Huntingdon County
42063,PA,86966,2290000,26.33,Indiana County
42065,PA,44430,1090000,24.53,Jefferson County
42067,PA,24737,390000,15.77,Juniata County
42069,PA,211917,8020000,37.85,Lackawanna County
42071,PA,536624,15410000,28.72,Lancaster County
42073,PA,88082,2890000,32.81,Lawrence County
42075,PA,137067,4220000,30.79,Lebanon County
42077,PA,360685,21830000,60.52,Lehigh County
42079,PA,318449,14810000,46.51,Luzerne County
42081,PA,116047,4170000,35.93,Lycoming County
42083,PA,42412,1720000,40.55,McKean County
42085,PA,114234,3310000,28.98,Mercer County
42087,PA,46500,1320000,28.39,Mifflin County
42089,PA,166397,3800000,22.84,Monroe County
42091,PA,819263,37450000,45.71,Montgomery County
42093,PA,18557,660000,35.57,Montour County
42095,PA,300813,14070000,46.77,Northampton County
42097,PA,93246,3880000,41.61,Northumberland County
42099,PA,45685,800000,17.51,Perry County
42101,PA,1567442,69900000,44.59,Philadelphia County
42103,PA,55949,1600000,28.6,Pike County
42105,PA,17093,360000,21.06,Potter County
42107,PA,144590,6010000,41.57,Schuylkill County
42109,PA,40444,1030000,25.47,Snyder County
42111,PA,75521,2200000,29.13,Somerset County
42113,PA,6327,50000,7.9,Sullivan County
42115,PA,41666,570000,13.68,Susquehanna County
42117,PA,41876,810000,19.34,Tioga County
42119,PA,44953,780000,17.35,Union County
42121,PA,53119,2490000,46.88,Venango County
42123,PA,40396,990000,24.51,Warren County
42125,PA,208261,8790000,42.21,Washington County
42127,PA,51198,1170000,22.85,Wayne County
42129,PA,357955,16110000,45.01,Westmoreland County
42131,PA,27800,460000,16.55,Wyoming County
42133,PA,442866,14880000,33.6,York County
44001,RI,49083,2310000,47.06,Bristol County
44003,RI,164801,11870000,72.03,Kent County
44005,RI,82422,3070000,37.25,Newport County
44007,RI,633473,33170000,52.36,Providence County
44009,RI,126517,5580000,44.1,Washington County
45001,SC,24932,1330000,53.35,Abbeville County
45003,SC,165829,12810000,77.25,Aiken County
45005,SC,9433,700000,74.21,Allendale County
45007,SC,194692,15300000,78.59,Anderson County
45009,SC,14880,860000,57.8,Bamberg County
45011,SC,21725,1310000,60.3,Barnwell County
45013,SC,179589,17120000,95.33,Beaufort County
45015,SC,202785,10470000,51.63,Berkeley County
45017,SC,14780,570000,38.56,Calhoun County
45019,SC,389261,32700000,84.01,Charleston County
45021,SC,56193,4840000,86.13,Cherokee County
45023,SC,32266,1420000,44.01,Chester County
45025,SC,46016,3690000,80.19,Chesterfield County
45027,SC,33775,1380000,40.86,Clarendon County
45029,SC,37731,1690000,44.79,Colleton County
45031,SC,67548,5840000,86.46,Darlington County
45033,SC,31234,2530000,81.0,Dillon County
45035,SC,152477,12470000,81.78,Dorchester County
45037,SC,26514,2360000,89.01,Edgefield County
45039,SC,22747,1660000,72.98,Fairfield County
45041,SC,138900,9060000,65.23,Florence County
45043,SC,61298,5810000,94.78,Georgetown County
45045,SC,491863,45930000,93.38,Greenville County
45047,SC,69838,5250000,75.17,Greenwood County
45049,SC,20049,1130000,56.36,Hampton County
45051,SC,309199,20600000,66.62,Horry County
45053,SC,27824,830000,29.83,Jasper County
45055,SC,63603,5210000,81.91,Kershaw County
45057,SC,85842,5990000,69.78,Lancaster County
45059,SC,66623,5150000,77.3,Laurens County
45061,SC,17896,1430000,79.91,Lee County
45063,SC,281832,14840000,52.66,Lexington County
45065,SC,9706,820000,84.48,McCormick County
45067,SC,31747,2700000,85.05,Marion County
45069,SC,27494,1940000,70.56,Marlboro County
45071,SC,38012,2440000,64.19,Newberry County
45073,SC,75713,5910000,78.06,Oconee County
45075,SC,89208,6870000,77.01,Orangeburg County
45077,SC,121691,10320000,84.8,Pickens County
45079,SC,407051,34460000,84.66,Richland County
45081,SC,20053,670000,33.41,Saluda County
45083,SC,297302,24400000,82.07,Spartanburg County
45085,SC,107480,8199999,76.29,Sumter County
45087,SC,27776,2530000,91.08,Union County
45089,SC,32534,1460000,44.87,Williamsburg County
45091,SC,251195,16340000,65.05,York County
46003,SD,2733,110000,40.25,Aurora County
46005,SD,18372,1370000,74.57,Beadle County
46007,SD,3423,100000,29.21,Bennett County
46009,SD,6985,170000,24.34,Bon Homme County
46011,SD,33897,1660000,48.97,Brookings County
46013,SD,38785,2080000,53.63,Brown County
46015,SD,5281,150000,28.4,Brule County
46017,SD,2095,60000,28.64,Buffalo County
46019,SD,10283,440000,42.79,Butte County
46021,SD,1396,50000,35.79,Campbell County
46023,SD,9383,380000,40.5,Charles Mix County
46025,SD,3659,170000,46.46,Clark County
46027,SD,13964,610000,43.68,Clay County
46029,SD,27939,2240000,80.17,Codington County
46031,SD,4197,210000,50.04,Corson County
46033,SD,8446,460000,54.46,Custer County
46035,SD,19858,1150000,57.91,Davison County
46037,SD,5539,190000,34.3,Day County
46039,SD,4333,180000,41.54,Deuel County
46041,SD,5685,200000,35.18,Dewey County
46043,SD,2977,160000,53.75,Douglas County
46045,SD,3998,160000,40.01,Edmunds County
46047,SD,6867,200000,29.12,Fall River County
46049,SD,2336,100000,42.79,Faulk County
46051,SD,7142,240000,33.6,Grant County
46053,SD,4201,140000,33.33,Gregory County
46055,SD,1861,80000,42.99,Haakon County
46057,SD,6047,220000,36.38,Hamlin County
46059,SD,3348,130000,38.83,Hand County
46061,SD,3385,180000,53.18,Hanson County
46063,SD,1267,70000,55.25,Harding County
46065,SD,17555,1600000,91.14,Hughes County
46067,SD,7301,240000,32.87,Hutchinson County
46069,SD,1396,50000,35.79,Hyde County
46071,SD,3321,140000,42.16,Jackson County
46073,SD,1997,60000,30.05,Jerauld County
46075,SD,924,30000,32.47,Jones County
46077,SD,4990,150000,30.06,Kingsbury County
46079,SD,12622,300000,23.77,Lake County
46081,SD,24827,470000,18.93,Lawrence County
46083,SD,52849,2800000,52.98,Lincoln County
46085,SD,3876,140000,36.12,Lyman County
46087,SD,5599,210000,37.51,McCook County
46089,SD,2415,90000,37.27,McPherson County
46091,SD,4769,200000,41.94,Marshall County
46093,SD,26986,1080000,40.02,Meade County
46095,SD,2050,90000,43.9,Mellette County
46097,SD,2235,90000,40.25,Miner County
46099,SD,207485,11790000,56.82,Minnehaha County
46101,SD,6430,240000,37.33,Moody County
46102,SD,14373,590000,41.05,Oglala Lakota County
46103,SD,108702,6370000,58.6,Pennington County
46105,SD,3018,110000,36.44,Perkins County
46107,SD,2320,50000,21.55,Potter County
46109,SD,10311,410000,39.76,Roberts County
46111,SD,2355,100000,42.46,Sanborn County
46115,SD,6524,230000,35.25,Spink County
46117,SD,2953,70000,23.7,Stanley County
46119,SD,1426,110000,77.14,Sully County
46121,SD,9959,460000,46.19,Todd County
46123,SD,5434,200000,36.81,Tripp County
46125,SD,8209,300000,36.55,Turner County
46127,SD,14909,410000,27.5,Union County
46129,SD,5443,140000,25.72,Walworth County
46135,SD,22702,580000,25.55,Yankton County
46137,SD,2803,180000,64.22,Ziebach County
47001,TN,75749,5750000,75.91,Anderson County
47003,TN,47183,3750000,79.48,Bedford County
47005,TN,16129,800000,49.6,Benton County
47007,TN,14502,380000,26.2,Bledsoe County
47009,TN,127252,9040000,71.04,Blount County
47011,TN,104091,7650000,73.49,Bradley County
47013,TN,39751,2860000,71.95,Campbell County
47015,TN,13840,730000,52.75,Cannon County
47017,TN,27910,1350000,48.37,Carroll County
47019,TN,56486,3390000,60.01,Carter County
47021,TN,39741,3050000,76.75,Cheatham County
47023,TN,17471,710000,40.64,Chester County
47025,TN,31709,1850000,58.34,Claiborne County
47027,TN,7771,590000,75.92,Clay County
47029,TN,35162,1710000,48.63,Cocke County
47031,TN,54277,3910000,72.04,Coffee County
